log_number,metric,threshold,precision,recall,f1
1407,reldelta_hill_q2,0.13713459626593372,0.0,0.0,0.0
140,delta_chao1,0.8,0.0,0.0,0.0
140,delta_hill_q1,1.9137383892747497,1.0,1.0,1.0
140,delta_hill_q2,0.8328123346195082,1.0,1.0,1.0
140,delta_completeness,0.04748822605965458,0.0,0.0,0.0
140,delta_coverage,0.0008446245469966862,0.0,0.0,0.0
140,zscore_chao1,2.6054966065739786,0.0,0.0,0.0
140,zscore_hill_q1,0.9639405212587144,1.0,1.0,1.0
140,zscore_hill_q2,2.4313466637138834,1.0,0.5,0.6666666666666666
140,reldelta_chao1,0.049795918365363435,0.0,0.0,0.0
140,reldelta_hill_q1,0.26317162998074195,1.0,1.0,1.0
140,reldelta_hill_q2,0.15781782655741905,1.0,1.0,1.0
1412,delta_chao1,5.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
1412,delta_hill_q1,0.494813344930348,0.6666666666666666,0.6666666666666666,0.6666666666666666
1412,delta_hill_q2,0.6270981641521853,0.6666666666666666,0.6666666666666666,0.6666666666666666
1412,delta_completeness,0.027894088669950856,0.0,0.0,0.0
1412,delta_coverage,0.002517162186046251,0.0,0.0,0.0
1412,zscore_chao1,1.6071362389229702,0.0,0.0,0.0
1412,zscore_hill_q1,1.279513201535338,0.25,0.3333333333333333,0.2857142857142857
1412,zscore_hill_q2,1.4138672906654708,1.0,0.3333333333333333,0.5
1412,reldelta_chao1,0.2728779840893577,0.5,0.3333333333333333,0.4
1412,reldelta_hill_q1,0.04118464714902448,0.6666666666666666,0.6666666666666666,0.6666666666666666
1412,reldelta_hill_q2,0.07368095442885983,0.6666666666666666,0.6666666666666666,0.6666666666666666
1422,delta_chao1,2.4000000000000004,0.0,0.0,0.0
1422,delta_hill_q1,0.0924876566877546,1.0,1.0,1.0
1422,delta_hill_q2,0.18132318026001526,1.0,1.0,1.0
1422,delta_completeness,inf,0.0,0.0,0.0
1422,delta_coverage,inf,0.0,0.0,0.0
1422,zscore_chao1,1.0069930912957203,1.0,1.0,1.0
1422,zscore_hill_q1,1.1000129026881633,1.0,1.0,1.0
1422,zscore_hill_q2,1.1470244054571184,1.0,1.0,1.0
1422,reldelta_chao1,0.16666666663888888,0.0,0.0,0.0
1422,reldelta_hill_q1,0.02472816741709718,1.0,1.0,1.0
1422,reldelta_hill_q2,0.051609190507048555,0.0,0.0,0.0
1423,delta_chao1,33.28939393939393,0.0,0.0,0.0
1423,delta_hill_q1,3.497491537552534,0.5,1.0,0.6666666666666666
1423,delta_hill_q2,1.7545572726753242,0.0,0.0,0.0
1423,delta_completeness,0.14556128979127164,0.0,0.0,0.0
1423,delta_coverage,0.011225291335173582,0.0,0.0,0.0
1423,zscore_chao1,0.8490028131856633,0.3333333333333333,1.0,0.5
1423,zscore_hill_q1,1.7772867543373811,1.0,1.0,1.0
1423,zscore_hill_q2,1.1057419131369155,0.5,1.0,0.6666666666666666
1423,reldelta_chao1,0.2682078804733461,0.3333333333333333,1.0,0.5
1423,reldelta_hill_q1,0.116463233758114,0.5,1.0,0.6666666666666666
1423,reldelta_hill_q2,0.07076541181228943,0.0,0.0,0.0
1424,delta_chao1,4.800000000000001,0.0,0.0,0.0
1424,delta_hill_q1,2.007876348322701,0.0,0.0,0.0
1424,delta_hill_q2,0.9318144110398983,0.6666666666666666,0.6666666666666666,0.6666666666666666
1424,delta_completeness,inf,0.0,0.0,0.0
1424,delta_coverage,inf,0.0,0.0,0.0
1424,zscore_chao1,0.9491529196721051,1.0,0.3333333333333333,0.5
1424,zscore_hill_q1,1.1319479756912219,1.0,0.3333333333333333,0.5
1424,zscore_hill_q2,1.108451210150145,1.0,0.3333333333333333,0.5
1424,reldelta_chao1,0.6399999998720001,1.0,0.3333333333333333,0.5
1424,reldelta_hill_q1,0.40129326750711264,0.0,0.0,0.0
1424,reldelta_hill_q2,0.20836044972715215,0.5,0.3333333333333333,0.4
1426,delta_chao1,17.89972841803504,0.3333333333333333,0.3333333333333333,0.3333333333333333
1426,delta_hill_q1,3.596896187981189,1.0,0.6666666666666666,0.8
1426,delta_hill_q2,1.6528890760592105,1.0,0.6666666666666666,0.8
1426,delta_completeness,0.1178715400036483,0.0,0.0,0.0
1426,delta_coverage,0.0008106510284539015,0.5,0.3333333333333333,0.4
1426,zscore_chao1,1.1362509970766868,0.0,0.0,0.0
1426,zscore_hill_q1,0.4914486729275309,0.5,0.3333333333333333,0.4
1426,zscore_hill_q2,0.4992189488522184,0.5,0.3333333333333333,0.4
1426,reldelta_chao1,0.12014175861329435,0.0,0.0,0.0
1426,reldelta_hill_q1,0.12676217583958455,1.0,0.6666666666666666,0.8
1426,reldelta_hill_q2,0.0825911256575357,1.0,0.6666666666666666,0.8
1429,delta_chao1,3.2,0.0,0.0,0.0
1429,delta_hill_q1,0.025762426132605487,0.5,1.0,0.6666666666666666
1429,delta_hill_q2,0.051977107608925044,0.5,1.0,0.6666666666666666
1429,delta_completeness,inf,0.0,0.0,0.0
1429,delta_coverage,inf,0.0,0.0,0.0
1429,zscore_chao1,0.7292344923996987,1.0,1.0,1.0
1429,zscore_hill_q1,0.7595955630075228,1.0,1.0,1.0
1429,zscore_hill_q2,0.7682851946802667,1.0,1.0,1.0
1429,reldelta_chao1,0.33333333327777775,0.0,0.0,0.0
1429,reldelta_hill_q1,0.005587651472668513,0.5,1.0,0.6666666666666666
1429,reldelta_hill_q2,0.011960897291192272,0.5,1.0,0.6666666666666666
142,delta_chao1,8.65,0.25,1.0,0.4
142,delta_hill_q1,1.7225663644705849,0.0,0.0,0.0
142,delta_hill_q2,1.4886223021746456,0.0,0.0,0.0
142,delta_completeness,0.2125625012818227,0.0,0.0,0.0
142,delta_coverage,0.004943802240809536,0.0,0.0,0.0
142,zscore_chao1,0.5395311636334192,0.5,1.0,0.6666666666666666
142,zscore_hill_q1,1.6021692314229643,0.5,1.0,0.6666666666666666
142,zscore_hill_q2,1.6449667940260477,0.0,0.0,0.0
142,reldelta_chao1,0.4655072463559228,0.0,0.0,0.0
142,reldelta_hill_q1,0.14322553475868358,0.0,0.0,0.0
142,reldelta_hill_q2,0.1377783943261573,0.0,0.0,0.0
1430,delta_chao1,4.800000000000001,0.5,1.0,0.6666666666666666
1430,delta_hill_q1,0.4379448886752497,1.0,1.0,1.0
1430,delta_hill_q2,0.515830922333083,1.0,1.0,1.0
1430,delta_completeness,inf,0.0,0.0,0.0
1430,delta_coverage,inf,0.0,0.0,0.0
1430,zscore_chao1,0.17386609693578867,1.0,1.0,1.0
1430,zscore_hill_q1,0.4899122308048225,1.0,1.0,1.0
1430,zscore_hill_q2,0.671476500819817,1.0,1.0,1.0
1430,reldelta_chao1,0.3333333333111111,0.0,0.0,0.0
1430,reldelta_hill_q1,0.03951459041375306,1.0,1.0,1.0
1430,reldelta_hill_q2,0.0531174919363508,1.0,1.0,1.0
1441,delta_chao1,6.0,0.6666666666666666,1.0,0.8
1441,delta_hill_q1,2.3675052145219526,1.0,1.0,1.0
1441,delta_hill_q2,2.082240319190413,0.0,0.0,0.0
1441,delta_completeness,0.042805588471006795,0.5,0.5,0.5
1441,delta_coverage,0.002062703899375906,0.5,1.0,0.6666666666666666
1441,zscore_chao1,0.34324864369641933,0.6666666666666666,1.0,0.8
1441,zscore_hill_q1,1.0623062852612724,1.0,1.0,1.0
1441,zscore_hill_q2,1.5754103044069612,1.0,0.5,0.6666666666666666
1441,reldelta_chao1,0.3080530118889947,0.0,0.0,0.0
1441,reldelta_hill_q1,0.05757011159376254,0.0,0.0,0.0
1441,reldelta_hill_q2,0.052132022461677065,0.0,0.0,0.0
1450,delta_chao1,3.920000000000005,0.25,1.0,0.4
1450,delta_hill_q1,1.784542258568564,0.0,0.0,0.0
1450,delta_hill_q2,1.6350005501336313,0.0,0.0,0.0
1450,delta_completeness,0.03464048098104744,0.0,0.0,0.0
1450,delta_coverage,0.0022445958454763715,0.0,0.0,0.0
1450,zscore_chao1,0.9883314774246638,0.0,0.0,0.0
1450,zscore_hill_q1,1.1389599324703683,0.0,0.0,0.0
1450,zscore_hill_q2,1.4402670063432566,0.0,0.0,0.0
1450,reldelta_chao1,0.06707412273096254,0.0,0.0,0.0
1450,reldelta_hill_q1,0.043594879743075285,0.0,0.0,0.0
1450,reldelta_hill_q2,0.09978013241102685,0.0,0.0,0.0
1457,delta_chao1,10.4,0.0,0.0,0.0
1457,delta_hill_q1,0.460397400985574,0.0,0.0,0.0
1457,delta_hill_q2,0.6448445455971239,0.0,0.0,0.0
1457,delta_completeness,inf,0.0,0.0,0.0
1457,delta_coverage,inf,0.0,0.0,0.0
1457,zscore_chao1,0.7468378364889705,1.0,1.0,1.0
1457,zscore_hill_q1,0.7822823114802118,0.0,0.0,0.0
1457,zscore_hill_q2,0.8954730284024661,0.0,0.0,0.0
1457,reldelta_chao1,0.10526315788919667,0.0,0.0,0.0
1457,reldelta_hill_q1,0.030589899062164926,0.0,0.0,0.0
1457,reldelta_hill_q2,0.042799237809514945,0.0,0.0,0.0
1458,delta_chao1,18.583059414503452,0.25,0.5,0.3333333333333333
1458,delta_hill_q1,1.599207639514681,0.6666666666666666,1.0,0.8
1458,delta_hill_q2,0.9961032891858856,1.0,1.0,1.0
1458,delta_completeness,0.12371541754714072,0.0,0.0,0.0
1458,delta_coverage,0.003435156421612906,0.5,0.5,0.5
1458,zscore_chao1,1.2811908794375186,1.0,1.0,1.0
1458,zscore_hill_q1,0.6888944635095552,0.5,0.5,0.5
1458,zscore_hill_q2,0.737215221304852,1.0,0.5,0.6666666666666666
1458,reldelta_chao1,0.12285118239082357,0.5,0.5,0.5
1458,reldelta_hill_q1,0.05724710849861566,0.6666666666666666,1.0,0.8
1458,reldelta_hill_q2,0.06922525612630948,1.0,1.0,1.0
1460,delta_chao1,12.749999999999998,0.0,0.0,0.0
1460,delta_hill_q1,1.1988662397802956,0.0,0.0,0.0
1460,delta_hill_q2,1.096201685828771,0.0,0.0,0.0
1460,delta_completeness,0.24787947632938767,0.0,0.0,0.0
1460,delta_coverage,0.0063321705954325624,0.0,0.0,0.0
1460,zscore_chao1,1.016766479497774,0.0,0.0,0.0
1460,zscore_hill_q1,1.007540336286365,0.0,0.0,0.0
1460,zscore_hill_q2,1.069036313019028,0.0,0.0,0.0
1460,reldelta_chao1,0.37887725210206996,0.0,0.0,0.0
1460,reldelta_hill_q1,0.06999807524629603,0.0,0.0,0.0
1460,reldelta_hill_q2,0.09414291697944797,0.0,0.0,0.0
1465,delta_chao1,9.0,0.5,1.0,0.6666666666666666
1465,delta_hill_q1,0.3623491571724333,0.3333333333333333,1.0,0.5
1465,delta_hill_q2,0.1925953445179278,0.3333333333333333,1.0,0.5
1465,delta_completeness,0.2776057791537667,0.0,0.0,0.0
1465,delta_coverage,0.0023929098639851043,1.0,1.0,1.0
1465,zscore_chao1,1.1720370270785399,0.5,1.0,0.6666666666666666
1465,zscore_hill_q1,0.9450590011982621,0.0,0.0,0.0
1465,zscore_hill_q2,0.9259562383589348,0.0,0.0,0.0
1465,reldelta_chao1,0.5573122529013887,1.0,1.0,1.0
1465,reldelta_hill_q1,0.03963943105190719,0.3333333333333333,1.0,0.5
1465,reldelta_hill_q2,0.022267757490896996,0.3333333333333333,1.0,0.5
146,delta_chao1,2.4000000000000004,0.5,1.0,0.6666666666666666
146,delta_hill_q1,0.038295592033382064,0.3333333333333333,1.0,0.5
146,delta_hill_q2,0.06821149781439484,1.0,1.0,1.0
146,delta_completeness,inf,0.0,0.0,0.0
146,delta_coverage,inf,0.0,0.0,0.0
146,zscore_chao1,2.891827561434873,1.0,1.0,1.0
146,zscore_hill_q1,2.8902082780709057,1.0,1.0,1.0
146,zscore_hill_q2,2.8859755964483007,1.0,1.0,1.0
146,reldelta_chao1,0.374999999953125,0.0,0.0,0.0
146,reldelta_hill_q1,0.005067816804130081,0.3333333333333333,1.0,0.5
146,reldelta_hill_q2,0.009609354957441522,1.0,1.0,1.0
1471,delta_chao1,32.397388387332484,0.0,0.0,0.0
1471,delta_hill_q1,2.576056559727075,0.0,0.0,0.0
1471,delta_hill_q2,2.29043576221265,0.0,0.0,0.0
1471,delta_completeness,0.08348465472409689,0.0,0.0,0.0
1471,delta_coverage,0.007106049254669955,0.0,0.0,0.0
1471,zscore_chao1,0.6561644740917073,0.0,0.0,0.0
1471,zscore_hill_q1,1.2413941423636752,0.0,0.0,0.0
1471,zscore_hill_q2,1.2893301685315135,0.0,0.0,0.0
1471,reldelta_chao1,0.13740923274072192,0.0,0.0,0.0
1471,reldelta_hill_q1,0.09792889397396748,0.0,0.0,0.0
1471,reldelta_hill_q2,0.19109443847580423,0.0,0.0,0.0
1472,delta_chao1,4.0,0.5,0.3333333333333333,0.4
1472,delta_hill_q1,0.5044582220632128,1.0,0.6666666666666666,0.8
1472,delta_hill_q2,0.24958698217677,1.0,0.6666666666666666,0.8
1472,delta_completeness,inf,0.0,0.0,0.0
1472,delta_coverage,inf,0.0,0.0,0.0
1472,zscore_chao1,2.2366641814103443,1.0,0.3333333333333333,0.5
1472,zscore_hill_q1,1.9942747299838783,1.0,0.6666666666666666,0.8
1472,zscore_hill_q2,2.0368547137474087,1.0,0.6666666666666666,0.8
1472,reldelta_chao1,0.6666666665555556,1.0,0.6666666666666666,0.8
1472,reldelta_hill_q1,0.0892759220647368,1.0,0.6666666666666666,0.8
1472,reldelta_hill_q2,0.046955723956325045,1.0,0.6666666666666666,0.8
1474,delta_chao1,2.5,0.0,0.0,0.0
1474,delta_hill_q1,0.896822499120772,0.0,0.0,0.0
1474,delta_hill_q2,0.7457544863927681,0.0,0.0,0.0
1474,delta_completeness,0.07692307692307687,0.0,0.0,0.0
1474,delta_coverage,0.0012681237063498774,0.0,0.0,0.0
1474,zscore_chao1,0.7715397352150885,0.0,0.0,0.0
1474,zscore_hill_q1,0.7835848246318089,0.0,0.0,0.0
1474,zscore_hill_q2,1.0065180222279377,0.0,0.0,0.0
1474,reldelta_chao1,0.04347826086767486,0.0,0.0,0.0
1474,reldelta_hill_q1,0.08388233900334541,0.0,0.0,0.0
1474,reldelta_hill_q2,0.09170573812776123,0.0,0.0,0.0
1475,delta_chao1,inf,0.0,0.0,0.0
1475,delta_hill_q1,1.5751836249699267,0.5,1.0,0.6666666666666666
1475,delta_hill_q2,1.7260111921095587,1.0,1.0,1.0
1475,delta_completeness,inf,0.0,0.0,0.0
1475,delta_coverage,0.0012010479828858944,0.0,0.0,0.0
1475,zscore_chao1,inf,0.0,0.0,0.0
1475,zscore_hill_q1,1.129169628153266,0.0,0.0,0.0
1475,zscore_hill_q2,1.3911154586567118,0.0,0.0,0.0
1475,reldelta_chao1,inf,0.0,0.0,0.0
1475,reldelta_hill_q1,0.14091847066606172,0.0,0.0,0.0
1475,reldelta_hill_q2,0.16454734042653524,1.0,1.0,1.0
1478,delta_chao1,2.4000000000000004,0.5,1.0,0.6666666666666666
1478,delta_hill_q1,0.007146200062850827,1.0,1.0,1.0
1478,delta_hill_q2,0.008450203039543691,1.0,1.0,1.0
1478,delta_completeness,inf,0.0,0.0,0.0
1478,delta_coverage,inf,0.0,0.0,0.0
1478,zscore_chao1,2.8918275614348703,1.0,1.0,1.0
1478,zscore_hill_q1,2.8915820240562047,1.0,1.0,1.0
1478,zscore_hill_q2,2.890323396558889,1.0,1.0,1.0
1478,reldelta_chao1,0.4285714285102041,0.0,0.0,0.0
1478,reldelta_hill_q1,0.001084099962800554,1.0,1.0,1.0
1478,reldelta_hill_q2,0.0013534948912066547,1.0,1.0,1.0
1479,delta_chao1,12.732967032967082,0.0,0.0,0.0
1479,delta_hill_q1,2.5067056910129075,1.0,1.0,1.0
1479,delta_hill_q2,1.1498060791826346,1.0,1.0,1.0
1479,delta_completeness,0.10502203491731427,0.25,1.0,0.4
1479,delta_coverage,0.0053822686474005454,0.3333333333333333,1.0,0.5
1479,zscore_chao1,1.1063754165141364,0.0,0.0,0.0
1479,zscore_hill_q1,1.1562574617225128,0.5,1.0,0.6666666666666666
1479,zscore_hill_q2,1.3407503345172262,0.5,1.0,0.6666666666666666
1479,reldelta_chao1,0.09265443558536875,0.0,0.0,0.0
1479,reldelta_hill_q1,0.1155392308972992,1.0,1.0,1.0
1479,reldelta_hill_q2,0.06744694902772569,1.0,1.0,1.0
147,delta_chao1,6.983333333333341,0.3333333333333333,0.5,0.4
147,delta_hill_q1,2.5154290689390244,0.3333333333333333,0.5,0.4
147,delta_hill_q2,2.577233394654918,1.0,0.5,0.6666666666666666
147,delta_completeness,0.043880631849906815,0.3333333333333333,0.5,0.4
147,delta_coverage,0.0024374737892919884,0.0,0.0,0.0
147,zscore_chao1,0.4021010487602683,0.0,0.0,0.0
147,zscore_hill_q1,1.0898156727715909,0.5,0.5,0.5
147,zscore_hill_q2,1.0606101707476485,0.5,0.5,0.5
147,reldelta_chao1,0.11487849076290595,0.0,0.0,0.0
147,reldelta_hill_q1,0.14650140115375873,0.5,0.5,0.5
147,reldelta_hill_q2,0.24363938836628407,1.0,0.5,0.6666666666666666
1480,delta_chao1,15.166666666666668,0.0,0.0,0.0
1480,delta_hill_q1,0.3954587747033269,0.3333333333333333,1.0,0.5
1480,delta_hill_q2,0.5071325294705602,0.3333333333333333,1.0,0.5
1480,delta_completeness,0.24808951505664117,0.0,0.0,0.0
1480,delta_coverage,0.0018459739548634113,0.0,0.0,0.0
1480,zscore_chao1,0.846131865231859,0.3333333333333333,1.0,0.5
1480,zscore_hill_q1,2.843395485239017,1.0,1.0,1.0
1480,zscore_hill_q2,2.803789582515288,1.0,1.0,1.0
1480,reldelta_chao1,0.359814169559341,0.5,1.0,0.6666666666666666
1480,reldelta_hill_q1,0.020536366676918168,0.3333333333333333,1.0,0.5
1480,reldelta_hill_q2,0.03090807041011158,0.3333333333333333,1.0,0.5
1483,delta_chao1,29.857857681534135,0.0,0.0,0.0
1483,delta_hill_q1,5.447391424070796,0.0,0.0,0.0
1483,delta_hill_q2,2.0337488755517485,0.0,0.0,0.0
1483,delta_completeness,0.0982367561197936,0.0,0.0,0.0
1483,delta_coverage,0.0082816884891041,0.5,1.0,0.6666666666666666
1483,zscore_chao1,1.9709817541358927,0.0,0.0,0.0
1483,zscore_hill_q1,1.87048748726085,0.0,0.0,0.0
1483,zscore_hill_q2,1.3513852002957736,0.0,0.0,0.0
1483,reldelta_chao1,0.23037741956168656,0.0,0.0,0.0
1483,reldelta_hill_q1,0.2901282749824827,0.0,0.0,0.0
1483,reldelta_hill_q2,0.14162127247393988,0.0,0.0,0.0
1485,delta_chao1,8.459126984126982,0.25,0.5,0.3333333333333333
1485,delta_hill_q1,0.8998090227613647,0.6666666666666666,1.0,0.8
1485,delta_hill_q2,0.5895293463598836,0.6666666666666666,1.0,0.8
1485,delta_completeness,0.15270046990500846,0.0,0.0,0.0
1485,delta_coverage,0.0031815945301089665,0.0,0.0,0.0
1485,zscore_chao1,1.9962892902837233,0.0,0.0,0.0
1485,zscore_hill_q1,2.0694218680635177,1.0,0.5,0.6666666666666666
1485,zscore_hill_q2,2.1733058162733525,1.0,0.5,0.6666666666666666
1485,reldelta_chao1,0.17654986522598776,0.0,0.0,0.0
1485,reldelta_hill_q1,0.07814332668974203,0.6666666666666666,1.0,0.8
1485,reldelta_hill_q2,0.07357742833596098,0.6666666666666666,1.0,0.8
148,delta_chao1,9.66666666666667,0.0,0.0,0.0
148,delta_hill_q1,1.13015463062127,0.6666666666666666,1.0,0.8
148,delta_hill_q2,0.47101576212958385,0.6666666666666666,1.0,0.8
148,delta_completeness,0.0916396716277334,0.3333333333333333,0.5,0.4
148,delta_coverage,0.0018639260895246812,0.3333333333333333,0.5,0.4
148,zscore_chao1,0.7736013602348606,0.6666666666666666,1.0,0.8
148,zscore_hill_q1,0.6035733399918635,1.0,1.0,1.0
148,zscore_hill_q2,0.6901874741794556,1.0,1.0,1.0
148,reldelta_chao1,0.16317200458452844,0.0,0.0,0.0
148,reldelta_hill_q1,0.0913809389382422,0.6666666666666666,1.0,0.8
148,reldelta_hill_q2,0.050601180222338005,0.6666666666666666,1.0,0.8
1492,delta_chao1,6.308333333333334,0.0,0.0,0.0
1492,delta_hill_q1,1.0329099850974996,1.0,1.0,1.0
1492,delta_hill_q2,0.5771229020335191,1.0,1.0,1.0
1492,delta_completeness,0.11701230681463032,0.0,0.0,0.0
1492,delta_coverage,0.003050305349664606,0.0,0.0,0.0
1492,zscore_chao1,1.333395040829398,0.0,0.0,0.0
1492,zscore_hill_q1,1.1690749905824727,1.0,1.0,1.0
1492,zscore_hill_q2,1.2319756778985052,1.0,1.0,1.0
1492,reldelta_chao1,0.15347606656528606,0.0,0.0,0.0
1492,reldelta_hill_q1,0.11035482314568507,1.0,1.0,1.0
1492,reldelta_hill_q2,0.07320569884346692,1.0,1.0,1.0
1493,delta_chao1,3.2,0.5,0.5,0.5
1493,delta_hill_q1,0.016158797720631668,1.0,1.0,1.0
1493,delta_hill_q2,0.031298855350951005,1.0,1.0,1.0
1493,delta_completeness,inf,0.0,0.0,0.0
1493,delta_coverage,inf,0.0,0.0,0.0
1493,zscore_chao1,0.20835271211419953,1.0,1.0,1.0
1493,zscore_hill_q1,0.24493849683385155,1.0,1.0,1.0
1493,zscore_hill_q2,0.23090576335384277,1.0,1.0,1.0
1493,reldelta_chao1,0.7999999998,1.0,0.5,0.6666666666666666
1493,reldelta_hill_q1,0.003600305346314959,1.0,1.0,1.0
1493,reldelta_hill_q2,0.009237071169976154,1.0,1.0,1.0
1494,delta_chao1,16.819095213996526,0.5,0.5,0.5
1494,delta_hill_q1,1.7988811831065457,1.0,1.0,1.0
1494,delta_hill_q2,0.7580102817570484,1.0,1.0,1.0
1494,delta_completeness,0.10134422030338142,0.3333333333333333,0.5,0.4
1494,delta_coverage,0.0021514877589717263,0.0,0.0,0.0
1494,zscore_chao1,0.6359217090798612,0.0,0.0,0.0
1494,zscore_hill_q1,1.1111287321743726,1.0,1.0,1.0
1494,zscore_hill_q2,1.1715815803855603,1.0,0.5,0.6666666666666666
1494,reldelta_chao1,0.20584129688573666,0.0,0.0,0.0
1494,reldelta_hill_q1,0.122659160624613,1.0,1.0,1.0
1494,reldelta_hill_q2,0.07887400789059508,1.0,1.0,1.0
1498,delta_chao1,2.625,0.0,0.0,0.0
1498,delta_hill_q1,0.8796313342909784,0.3333333333333333,1.0,0.5
1498,delta_hill_q2,0.5860292313853436,0.5,1.0,0.6666666666666666
1498,delta_completeness,0.028460417678484617,0.25,1.0,0.4
1498,delta_coverage,0.001251135141195736,0.0,0.0,0.0
1498,zscore_chao1,2.2187737274653863,0.0,0.0,0.0
1498,zscore_hill_q1,0.8336116892991481,0.0,0.0,0.0
1498,zscore_hill_q2,0.8374959775338863,0.0,0.0,0.0
1498,reldelta_chao1,0.06193726284478002,0.0,0.0,0.0
1498,reldelta_hill_q1,0.08404752581448381,0.0,0.0,0.0
1498,reldelta_hill_q2,0.09634935332122038,0.0,0.0,0.0
1499,delta_chao1,13.333333333333332,0.0,0.0,0.0
1499,delta_hill_q1,3.66519968270016,0.5,1.0,0.6666666666666666
1499,delta_hill_q2,2.266163780862783,0.5,1.0,0.6666666666666666
1499,delta_completeness,0.2623146953557064,0.0,0.0,0.0
1499,delta_coverage,0.00499938841120684,0.0,0.0,0.0
1499,zscore_chao1,1.6919118981714747,0.0,0.0,0.0
